x,y,z
13.067362256691078,0.44571426130956676,3.0
13.978502269430455,2.7141456986365156,3.0
11.571564324794874,12.170412615530694,2.0
5.056198172195065,8.317216801978914,0.0
13.307838319893905,0.17312043605742503,3.0
1.3826827810525222,15.061410033346181,4.0
13.55762767279139,5.11946471641044,3.0
6.790505456101088,6.011841907042841,1.0
7.400298093422765,2.6563855164668704,1.0
0.9891169199601882,1.4527937673192883,5.0
1.1499893289112142,12.555968300586816,4.0
1.6173867954390788,3.515347317801024,5.0
0.10531450090626959,10.23183900396478,4.0
3.4605065877781493,9.289055914700068,0.0
9.685858007427845,7.268652664702602,0.0
12.358021670174015,12.211203765915142,2.0
13.300930691918353,0.7978056867613155,3.0
1.0732764876316652,4.318424998272615,5.0
7.95137017425585,7.673671156384326,1.0
13.725729909556298,0.1410384590886703,3.0
3.651368614719118,2.5432611119069977,5.0
13.029625302791587,0.6760778389382114,3.0
1.744919014544569,10.04564853284974,4.0
8.19257475924998,2.714866996209402,1.0
13.594804395868179,2.5091843757613845,3.0
11.54044503526966,13.444961500559799,2.0
7.230811129321147,11.026218924226797,0.0
13.097656174906902,2.202099217239148,3.0
12.533560281086615,3.3526084616392846,3.0
12.608335894546132,13.644897026198914,2.0
5.290549652735432,7.141204574310976,0.0
1.2219994686343572,6.65953740208228,5.0
13.198794658566458,3.136273305653696,3.0
13.788869176382157,3.051985778529697,3.0
2.9189606165434077,8.544076486270058,0.0
11.00324114968786,4.060854719406597,1.0
0.7925917817790755,12.927647104308233,4.0
2.134378216256488,10.266339024938047,4.0
12.699568726912783,0.49065107868807395,3.0
0.9915424360695394,11.803589645120299,4.0
8.196745967695533,2.8341219368113166,1.0
7.8024347173659026,2.975776074514385,1.0
4.246855720423568,7.055309800443041,0.0
12.873143768570179,0.9529220306678713,3.0
0.6397351516183125,10.408876180455726,4.0
7.426972607309743,3.539911749020816,1.0
3.5836732497536663,1.0185753899353274,5.0
1.908775618587191,9.090335405551995,5.0
11.636113746956076,13.006660421162785,2.0
0.7256390963811681,11.50776706013933,4.0
7.886902616886535,6.047498075651867,1.0
2.6199744710049373,7.2562171381067575,0.0
1.2610819521106171,3.206882272040431,5.0
8.704421219254241,8.716782483425721,0.0
1.508952357401315,11.358610924851531,4.0
9.436472472676371,2.8475306656660493,1.0
2.1184183052311414,12.40206923472037,4.0
7.6567888846346,3.1150592315706924,1.0
10.108808423046796,12.32631351625536,2.0
1.387813662659621,6.149372930539296,5.0
9.117789455851188,1.964981076624018,1.0
11.453901562178801,12.905682674851253,2.0
1.1165678013932596,5.407727537865099,5.0
2.7327943024665284,5.596069497733207,5.0
11.111773962767593,12.9734940398453,2.0
7.662356889454957,3.0785792087951265,1.0
8.688124350427936,2.8632421969054462,1.0
1.4013080126492459,11.458904946661772,4.0
4.03885863540284,4.602973484154054,5.0
1.9163031495588942,2.054986658655138,5.0
14.971150562733447,8.437856711458439,0.0
13.906057569395117,2.02186848804134,3.0
1.0294900878932898,13.239645661472727,4.0
10.857276191200299,0.07915565274846617,3.0
2.2431672694155016,4.454507787623776,5.0
12.62763793182065,5.402197979207116,3.0
2.5719019152117975,8.74977033252884,0.0
13.521110063444915,2.7531644987394928,3.0
1.9602365882252903,3.2954994043320824,5.0
2.4073100176343156,5.334524044441018,5.0
8.357221986220967,8.30929004714683,0.0
7.102871349870195,4.822820629595972,1.0
13.30236693783904,1.0477603752770783,3.0
16.356774578375592,11.975912710337017,2.0
7.704452233631246,3.2863911647352584,1.0
12.422636515759988,11.869314737918975,2.0
13.100412774180198,4.763457202974864,3.0
1.2704754058934118,11.381481354028953,4.0
13.6175888778718,2.644237775952542,3.0
5.2762220084830735,7.476149473264248,0.0
10.082277529760661,12.084434013234882,2.0
13.099427538976522,12.820849290858778,2.0
1.779215617214299,1.8535395770430352,5.0
13.28515266999791,13.641122921533029,2.0
2.6462915091225674,1.0221221475192188,5.0
13.788598154485264,3.5172069058332913,3.0
1.6207823101570025,11.547717262400646,4.0
8.171164595934833,4.841544063269054,1.0
2.434002739103618,1.2376782747345376,5.0
8.192064758827584,5.626837003338261,1.0
14.150666614807244,0.7471050228827135,3.0
7.414973380158098,4.153164054863861,1.0
12.618276213517372,2.08830538639606,3.0
2.264971543452217,1.2997585415663475,5.0
13.251768740523488,12.977754259586254,2.0
8.046260523902362,5.016662282488974,1.0
12.876690510239545,1.1058143276645225,3.0
1.954555397217829,11.709417243529675,4.0
2.163388932837107,11.960142962667833,4.0
7.7819662269222984,3.7531244595725664,1.0
1.6772882217323755,13.208783275541304,4.0
2.598688355141687,8.105692125704293,0.0
13.543696912518019,3.6754875525427853,3.0
11.76962395427485,13.164066257066898,2.0
1.0547008948075645,12.570903316377343,4.0
7.489846893211985,5.88504929965997,1.0
12.668841814401427,0.338377666194418,3.0
2.230349437106124,4.84707492893692,5.0
13.326701873763355,0.9662735230070049,3.0
3.485394131171661,2.821440878769935,5.0
11.381638102158647,12.408729894127053,2.0
13.299277287541546,1.9484500614428681,3.0
6.952169914433532,2.737656119180175,1.0
13.50422624306389,12.44224096898193,2.0
0.9353904698016445,12.298195490638944,4.0
13.14778550876717,2.519053303918311,3.0
12.771232287480656,0.3691831853064887,3.0
13.006518511785826,0.31397782415288655,3.0
13.732831497489121,13.562983854738844,2.0
2.0005969330125395,1.808063854272341,5.0
10.628280225584927,12.144062367718297,2.0
7.418766196529835,3.9763941098939926,1.0
0.7417747297988526,13.510904971475988,4.0
1.5428563595628335,5.26231582314276,5.0
1.7001420904502917,9.424695852526702,0.0
8.344801667315103,4.65186322772667,1.0
14.534345859629344,13.062935057940166,2.0
12.591502167559293,12.130586522990987,2.0
2.6905232401344916,5.927281456279672,5.0
10.718485738123466,12.580797598514364,2.0
9.642935772622806,5.672413561829134,1.0
11.530761065985303,12.828491466720887,2.0
1.1418235278864466,11.315763403091047,4.0
1.8098841555417815,10.77740180214933,4.0
11.598026454297546,12.378821374126044,2.0
2.364184079983162,10.846525909139217,0.0
13.49568204312348,1.0890400722767597,3.0
8.641396282849009,8.34252598721146,1.0
3.8003252245309307,2.645926426569753,5.0
8.633288658134743,3.1493779196492446,1.0
12.955775434913038,1.3284461929892908,3.0
7.703360831781959,5.882148399350211,1.0
13.143472561499353,0.4429307454585355,3.0
2.901664640388635,3.3357743662731925,5.0
12.726071427736084,2.3453879789564245,3.0
7.8033751383871115,3.7375032335932543,1.0
13.180287549493181,0.3769013058294119,3.0
8.224938360696468,2.797065509905914,1.0
0.9913826073278313,9.605844313314524,4.0
4.354435959138515,8.34567485295491,0.0
1.4679838649787094,3.048435076151619,5.0
2.6894743077931285,9.550745566958849,0.0
13.270046543832342,1.4002791016025846,3.0
2.211190284542264,11.269664492701905,0.0
3.68957795033801,5.342559031125459,5.0
1.8898172774763538,10.296681572624239,4.0
3.1915959977303485,9.534133084031735,0.0
11.71041038145135,13.636081502670187,2.0
10.524983713958722,12.495964134692546,2.0
4.308575427891978,3.464935944484485,5.0
1.886089348876658,4.814783786598398,5.0
12.19237043563568,4.0233288413834405,3.0
0.7315770003098254,10.497779397323349,4.0
10.355566910578474,12.141895511951914,2.0
8.852597746334906,3.365519417493659,1.0
5.318706480353232,7.714459262811542,0.0
1.3378547052257135,15.076761194909167,4.0
1.2249131239905648,11.50810196965814,4.0
13.405623553426354,0.2844675390736352,3.0
1.2977694331997398,15.360327506316281,4.0
3.4336355745413067,10.609297536462327,0.0
8.815720284913654,2.2999277645838587,1.0
12.942246390956438,1.3278089969883744,3.0
10.09201326810332,12.417510124314386,2.0
2.8616018807831924,6.0118662318399805,5.0
2.585547543452324,7.186078474633408,0.0
9.548090568959932,3.577855960242778,1.0
3.879462217886662,9.179852982647722,0.0
12.925608766635905,2.008721176174538,3.0
14.170766874254682,13.638891594582656,2.0
1.2735126585494365,1.9333556730424495,5.0
10.830592213573814,12.257124269286676,2.0
12.651181949455244,1.0419022721421956,3.0
8.025338587338371,2.455683620735533,1.0
1.9201561524069137,3.290552607538989,5.0
4.371946159593833,7.8098500238261135,5.0
14.10557671206015,1.357513252932316,3.0
7.201354140065406,5.541405972088615,1.0
5.803903718050942,0.46682553159166484,5.0
7.57300850295864,3.8889847004659623,1.0
12.877571854326714,2.190438525434735,3.0
3.0308693438949814,3.005556232755398,5.0
4.5925494245997065,10.231299660144469,0.0
1.2154733374075213,13.749780297536828,4.0
4.19672687250754,7.414162136291019,0.0
1.451620155761507,14.012864478661172,4.0
2.52315353406426,2.093343567154985,5.0
13.19329389575549,3.3679593629931626,3.0
13.80049052216547,12.567027862587452,2.0
1.5519761273395334,14.966722872239185,4.0
9.933825246527794,12.311913362663693,2.0
12.418605988263328,1.1997360779747426,3.0
12.466214238622062,14.105300252152237,2.0
13.73199756424857,0.13800162458609283,3.0
2.8593504338250355,1.930693588510812,5.0
13.42439840059432,3.379346526723503,3.0
13.2997745539274,0.365815131009088,3.0
9.36839966012598,12.695580531209078,2.0
13.659543088317958,2.7223898753536635,3.0
10.354816805875922,13.66288183206038,2.0
2.063765138432294,4.357867467798734,5.0
2.453478346620556,2.572637981643968,5.0
12.529345638146872,1.6253501031182211,3.0
1.7906104814078219,11.066526026346104,4.0
8.383411577165568,7.9886376945854725,1.0
13.296311718784876,2.6029274644390243,3.0
13.416562308545123,2.7946511377480667,3.0
1.351281670045331,11.163383951625324,4.0
